"Title :","System of Social and Demographic Statistics of Japan"
"Open date :","Jun.22, 2020"

"***","Not surveyed or aggregated"
"-","Not available"
"X","Figures kept undisclosed"

"","","","","","A1101","A110101","A110102","A1102","A110201","A110202","A1231","A161001","A1700","A5101","A5102","A5103","A5104","A6101","A6102","A6103","A6104","A6105","A6106","A6107","A7101","A9101","A9201"
"YEAR Code","YEAR","AREA Code","AREA","/ITEMS","A1101_Total population (Both sexes)[person]","A110101_Total population (Male)[person]","A110102_Total population (Female)[person]","A1102_Japanese population (Both sexes)[person]","A110201_Japanese population (Male)[person]","A110202_Japanese population (Female)[person]","A1231_Median age[age]","A161001_Ratio of never married persons (population 15 years old and over)[%]","A1700_Foreigners (Total)[person]","A5101_Number of in-migrants from other municipalities[person]","A5102_Number of out-migrants to other municipalities[person]","A5103_Number of in-migrants from other prefectures (All nationalities)[person]","A5104_Number of out-migrants to other prefectures (All nationalities)[person]","A6101_Population not working or going to school[person]","A6102_Population working or schooling in the same shi, ku, machi or mura[person]","A6103_Outflow population (Population working or schooling in other shi, ku, machi or mura of the same prefecture)[person]","A6104_Outflow population (Population working or schooling in other prefecture)[person]","A6105_Inflow population (Population living in another shi, ku, machi or mura of the same prefecture)[person]","A6106_Inflow population (Population living in another prefecture)[person]","A6107_Daytime population[person]","A7101_Number of households (Total)[households]","A9101_Marriages[pairs]","A9201_Divorces[pairs]"
"2015100000","2015","39209","Kochi-ken Tosashimizu-shi","","13,778","6,421","7,357","13,733","6,406","7,327","62.9","20.35321","45","305","445","***","***","7,196","5,752","664","135","415","17","13,411","6,586","44","16"
"2015100000","2015","39210","Kochi-ken Shimanto-shi","","34,313","16,183","18,130","34,164","16,129","18,035","54.2","22.73261","101","1,127","1,292","***","***","13,474","16,319","2,402","264","3,643","181","35,471","14,771","151","51"
"2015100000","2015","39211","Kochi-ken Konan-shi","","32,961","15,847","17,114","32,808","15,767","17,041","49.2","24.57025","126","1,291","1,305","***","***","11,920","11,090","8,110","135","3,410","46","28,172","12,953","139","73"
"2015100000","2015","39212","Kochi-ken Kami-shi","","27,513","13,261","14,252","27,246","13,118","14,128","55.5","27.73714","214","802","820","***","***","10,880","10,355","5,353","110","4,235","192","26,477","11,979","75","43"
"2015100000","2015","39301","Kochi-ken Toyo-cho","","2,584","1,270","1,314","2,525","1,216","1,309","62.6","20.62762","59","69","89","***","***","1,377","807","89","236","41","92","2,392","1,382","9","2"
"2015100000","2015","39302","Kochi-ken Nahari-cho","","3,326","1,511","1,815","3,314","1,507","1,807","61.0","21.10738","10","103","120","***","***","1,583","1,028","590","8","559","2","3,289","1,474","16","7"
"2015100000","2015","39303","Kochi-ken Tano-cho","","2,733","1,290","1,443","2,725","1,289","1,436","58.6","23.11436","8","116","113","***","***","1,226","918","556","10","674","1","2,842","1,188","10","3"
"2015100000","2015","39304","Kochi-ken Yasuda-cho","","2,631","1,256","1,375","2,628","1,254","1,374","61.9","22.39175","3","39","66","***","***","1,114","964","541","2","307","0","2,395","1,146","5","2"
"2015100000","2015","39305","Kochi-ken Kitagawa-mura","","1,294","607","687","1,290","605","685","60.0","21.54648","4","53","38","***","***","496","512","278","6","228","8","1,246","582","5","0"
"2015100000","2015","39306","Kochi-ken Umaji-mura","","823","391","432","821","389","432","58.1","20.10944","2","35","31","***","***","344","432","45","1","120","1","898","391","2","0"
"2015100000","2015","39307","Kochi-ken Geisei-mura","","3,858","1,802","2,056","3,836","1,789","2,047","56.8","24.64192","20","93","105","***","***","1,485","1,588","735","8","789","8","3,912","1,488","12","5"
"2015100000","2015","39341","Kochi-ken Motoyama-cho","","3,573","1,726","1,847","3,548","1,724","1,824","60.3","22.93013","25","132","164","***","***","1,512","1,447","573","29","516","7","3,494","1,688","8","3"
"2015100000","2015","39344","Kochi-ken Otoyo-cho","","3,962","1,817","2,145","3,928","1,811","2,117","67.6","17.38209","34","117","151","***","***","1,740","1,762","433","26","500","21","4,024","2,050","8","1"
"2015100000","2015","39363","Kochi-ken Tosa-cho","","3,997","1,869","2,128","3,981","1,868","2,113","61.7","18.20206","16","150","127","***","***","1,707","1,754","497","7","489","10","3,992","1,734","15","5"
"2015100000","2015","39364","Kochi-ken Okawa-mura","","396","202","194","395","201","194","60.0","20.56338","1","31","26","***","***","179","188","28","0","62","4","434","210","2","0"
"2015100000","2015","39386","Kochi-ken Ino-cho","","22,767","10,797","11,970","22,667","10,770","11,897","56.5","23.07352","28","569","863","***","***","9,329","6,435","6,072","85","3,316","36","19,962","9,198","82","37"
"2015100000","2015","39387","Kochi-ken Niyodogawa-cho","","5,551","2,602","2,949","5,503","2,575","2,928","66.8","17.99456","48","153","202","***","***","3,027","2,059","380","14","600","19","5,776","2,778","22","8"
"2015100000","2015","39401","Kochi-ken Nakatosa-cho","","6,840","3,170","3,670","6,822","3,168","3,654","61.3","22.41741","18","176","185","***","***","3,138","2,451","1,062","72","539","9","6,254","2,916","20","5"
"2015100000","2015","39402","Kochi-ken Sakawa-cho","","13,114","6,158","6,956","13,082","6,146","6,936","57.1","21.47234","28","412","483","***","***","5,444","4,346","3,119","32","1,444","7","11,414","5,237","45","16"
"2015100000","2015","39403","Kochi-ken Ochi-cho","","5,795","2,669","3,126","5,782","2,666","3,116","62.0","21.47460","13","204","164","***","***","2,688","1,994","1,065","11","887","2","5,608","2,518","12","3"
"2015100000","2015","39405","Kochi-ken Yusuhara-cho","","3,608","1,750","1,858","3,605","1,748","1,857","60.9","21.74180","3","177","117","***","***","1,407","2,007","144","47","175","23","3,615","1,560","11","6"
"2015100000","2015","39410","Kochi-ken Hidaka-mura","","5,030","2,337","2,693","5,020","2,333","2,687","58.5","24.05536","10","141","173","***","***","2,122","1,363","1,338","12","1,189","1","4,870","1,968","25","5"
"2015100000","2015","39411","Kochi-ken Tsuno-cho","","5,794","2,750","3,044","5,770","2,746","3,024","60.0","19.15225","24","125","181","***","***","2,492","2,280","992","12","332","3","5,125","2,297","11","6"
"2015100000","2015","39412","Kochi-ken Shimanto-cho","","17,325","8,197","9,128","17,257","8,189","9,068","60.7","19.02307","61","434","508","***","***","6,757","9,470","892","47","831","18","17,235","7,454","46","24"
"2015100000","2015","39424","Kochi-ken Otsuki-cho","","5,095","2,424","2,671","5,086","2,421","2,665","62.0","20.68001","9","115","179","***","***","2,465","1,883","669","65","310","10","4,681","2,369","13","11"
"2015100000","2015","39427","Kochi-ken Mihara-mura","","1,574","749","825","1,561","748","813","62.0","20.29391","13","45","33","***","***","778","511","274","9","185","7","1,483","703","5","2"
"2015100000","2015","39428","Kochi-ken Kuroshio-cho","","11,217","5,334","5,883","11,103","5,251","5,852","60.2","20.87426","113","271","349","***","***","5,048","4,212","1,842","69","838","23","10,167","4,899","29","18"
"2015100000","2015","40100","Fukuoka-ken Kitakyushu-shi","","961,286","452,682","508,604","942,781","443,522","499,259","48.5","26.67028","9,388","40,351","43,439","***","***","377,223","323,101","179,285","7,759","198,330","10,945","983,517","426,325","4,989","1,871"
"2015100000","2015","40101","Fukuoka-ken Kitakyushu-shi Moji-ku","","99,637","45,658","53,979","98,814","45,253","53,561","54.4","24.12227","669","2,783","3,299","***","***","43,026","34,069","15,153","1,859","12,865","2,456","97,946","43,082","379","158"
"2015100000","2015","40103","Fukuoka-ken Kitakyushu-shi Wakamatsu-ku","","82,844","39,115","43,729","81,722","38,461","43,261","50.2","25.40811","987","2,998","3,240","***","***","34,769","26,761","17,772","462","17,349","632","82,591","33,692","379","142"
"2015100000","2015","40105","Fukuoka-ken Kitakyushu-shi Tobata-ku","","59,116","28,718","30,398","58,429","28,361","30,068","48.9","28.78417","631","3,011","2,831","***","***","22,947","18,495","13,137","401","24,091","850","70,519","27,797","281","95"
"2015100000","2015","40106","Fukuoka-ken Kitakyushu-shi Kokurakita-ku","","181,878","85,098","96,780","175,407","81,993","93,414","48.4","29.85582","3,188","10,222","10,684","***","***","64,637","66,964","24,493","1,602","64,432","4,374","224,589","91,253","1,171","394"
"2015100000","2015","40107","Fukuoka-ken Kitakyushu-shi Kokuraminami-ku","","212,850","101,121","111,729","211,032","100,237","110,795","45.8","26.10021","1,128","8,926","9,797","***","***","79,895","71,214","42,848","1,754","21,355","1,310","190,913","88,497","1,127","458"
"2015100000","2015","40108","Fukuoka-ken Kitakyushu-shi Yahatahigashi-ku","","68,844","32,260","36,584","68,136","31,879","36,257","52.9","27.22214","626","3,066","3,452","***","***","29,954","18,892","16,045","364","20,493","463","73,391","31,442","311","114"
"2015100000","2015","40109","Fukuoka-ken Kitakyushu-shi Yahatanishi-ku","","256,117","120,712","135,405","249,241","117,338","131,903","47.4","25.69290","2,159","9,345","10,136","***","***","101,995","86,706","49,837","1,317","37,745","860","243,568","110,562","1,341","510"
"2015100000","2015","40130","Fukuoka-ken Fukuoka-shi","","1,538,681","726,666","812,015","1,478,656","696,551","782,105","42.5","32.85495","23,662","110,591","101,711","***","***","473,493","436,548","342,407","12,536","495,355","25,125","1,704,218","764,820","9,903","3,043"
"2015100000","2015","40131","Fukuoka-ken Fukuoka-shi Higashi-ku","","306,015","148,974","157,041","293,776","142,497","151,279","42.0","31.35439","7,636","18,325","16,537","***","***","96,967","92,807","64,234","2,156","61,196","2,531","303,352","141,682","1,757","662"
"2015100000","2015","40132","Fukuoka-ken Fukuoka-shi Hakata-ku","","228,441","109,199","119,242","207,703","99,427","108,276","41.6","39.65595","4,013","23,084","20,690","***","***","59,193","75,157","36,875","1,526","180,386","11,500","381,926","138,832","2,250","516"
"2015100000","2015","40133","Fukuoka-ken Fukuoka-shi Chuo-ku","","192,688","85,822","106,866","183,547","81,178","102,369","41.5","39.58448","3,584","18,838","17,587","***","***","48,938","56,269","34,289","1,669","134,959","5,303","296,992","116,186","1,573","375"
"2015100000","2015","40134","Fukuoka-ken Fukuoka-shi Minami-ku","","255,797","119,084","136,713","249,403","115,884","133,519","43.5","30.69256","3,445","16,204","14,749","***","***","83,718","63,955","66,411","2,242","34,551","1,467","223,162","119,637","1,537","494"
"2015100000","2015","40135","Fukuoka-ken Fukuoka-shi Nishi-ku","","206,868","99,266","107,602","203,206","97,296","105,910","42.7","28.54671","2,224","12,269","11,250","***","***","71,604","58,360","49,180","1,904","26,124","1,271","183,179","88,142","1,006","392"
"2015100000","2015","40136","Fukuoka-ken Fukuoka-shi Jonan-ku","","130,995","61,627","69,368","127,229","59,872","67,357","42.7","33.65823","970","8,177","8,154","***","***","41,413","32,039","36,406","992","24,402","1,556","119,555","64,606","650","213"
"2015100000","2015","40137","Fukuoka-ken Fukuoka-shi Sawara-ku","","217,877","102,694","115,183","213,792","100,397","113,395","43.4","28.79516","1,790","13,694","12,744","***","***","71,660","57,961","55,012","2,047","33,737","1,497","196,052","95,735","1,130","391"
"2015100000","2015","40202","Fukuoka-ken Omuta-shi","","117,360","53,859","63,501","115,962","53,199","62,763","55.0","25.50636","395","2,912","3,464","***","***","51,906","44,984","7,340","5,494","8,326","9,807","122,659","49,398","551","238"
"2015100000","2015","40203","Fukuoka-ken Kurume-shi","","304,552","144,971","159,581","297,254","141,218","156,036","46.0","27.51301","2,064","11,443","11,002","***","***","106,374","126,466","34,314","12,321","35,482","9,782","303,181","121,913","1,674","605"
"2015100000","2015","40204","Fukuoka-ken Nogata-shi","","57,146","26,673","30,473","56,582","26,368","30,214","50.5","24.85347","446","2,034","2,094","***","***","24,434","17,383","11,741","155","14,744","87","60,081","23,281","279","131"
"2015100000","2015","40205","Fukuoka-ken Iizuka-shi","","129,146","61,249","67,897","128,078","60,761","67,317","48.5","28.01132","938","4,354","4,602","***","***","52,388","50,343","18,047","504","19,975","521","131,091","54,732","714","260"
"2015100000","2015","40206","Fukuoka-ken Tagawa-shi","","48,441","21,970","26,471","47,999","21,797","26,202","51.4","26.65686","264","1,796","1,900","***","***","21,674","15,564","8,216","134","12,551","144","52,786","20,955","230","130"
"2015100000","2015","40207","Fukuoka-ken Yanagawa-shi","","67,777","31,902","35,875","67,472","31,762","35,710","51.1","26.36962","227","1,516","2,039","***","***","26,666","23,957","12,930","1,720","8,459","1,047","62,633","23,453","252","105"
"2015100000","2015","40210","Fukuoka-ken Yame-shi","","64,408","30,131","34,277","63,944","29,975","33,969","54.1","22.77451","258","1,469","2,011","***","***","23,307","28,957","9,369","773","11,288","557","66,111","22,109","242","89"
"2015100000","2015","40211","Fukuoka-ken Chikugo-shi","","48,339","23,011","25,328","47,985","22,878","25,107","46.0","25.10572","258","1,916","1,910","***","***","17,045","14,765","12,315","1,175","11,095","631","46,575","17,379","216","93"
"2015100000","2015","40212","Fukuoka-ken Okawa-shi","","34,838","16,389","18,449","34,537","16,276","18,261","52.7","26.48596","121","948","1,135","***","***","13,252","12,068","5,521","2,296","6,338","2,110","35,469","12,709","152","54"
"2015100000","2015","40213","Fukuoka-ken Yukuhashi-shi","","70,586","33,506","37,080","70,002","33,231","36,771","48.1","24.21183","325","2,516","2,542","***","***","28,575","21,443","15,657","655","9,944","389","64,607","28,648","348","166"
"2015100000","2015","40214","Fukuoka-ken Buzen-shi","","25,940","12,107","13,833","25,740","12,000","13,740","54.3","23.00486","164","682","852","***","***","10,828","8,916","3,016","2,006","3,787","2,190","26,895","10,070","89","51"
"2015100000","2015","40215","Fukuoka-ken Nakama-shi","","41,796","19,371","22,425","41,484","19,221","22,263","54.5","24.62394","170","1,504","1,620","***","***","19,024","8,770","12,115","115","6,600","30","36,196","17,414","204","106"
"2015100000","2015","40216","Fukuoka-ken Ogori-shi","","57,983","27,203","30,780","57,459","26,911","30,548","46.8","25.85594","405","2,392","2,461","***","***","21,700","14,659","15,492","4,008","8,017","1,645","48,145","20,964","229","84"
"2015100000","2015","40217","Fukuoka-ken Chikushino-shi","","101,081","47,995","53,086","100,305","47,565","52,740","44.3","26.81199","426","5,084","5,076","***","***","36,184","26,503","29,256","3,228","18,439","1,554","88,590","39,350","503","171"
"2015100000","2015","40218","Fukuoka-ken Kasuga-shi","","110,743","53,284","57,459","108,411","52,087","56,324","43.1","27.36833","457","6,857","6,545","***","***","36,353","26,267","37,158","1,512","13,884","481","86,438","43,720","613","218"
"2015100000","2015","40219","Fukuoka-ken Onojo-shi","","99,525","47,711","51,814","98,390","47,103","51,287","42.6","26.60703","593","5,783","5,955","***","***","33,937","22,298","32,523","1,396","18,037","601","84,244","39,885","583","207"
"2015100000","2015","40220","Fukuoka-ken Munakata-shi","","96,516","45,944","50,572","95,513","45,431","50,082","46.9","25.85228","465","3,818","3,876","***","***","36,290","27,585","25,585","609","9,540","316","80,178","38,995","473","147"
"2015100000","2015","40221","Fukuoka-ken Dazaifu-shi","","72,168","34,108","38,060","71,352","33,687","37,665","44.7","25.87352","348","4,024","3,868","***","***","27,890","15,713","21,565","1,263","16,449","828","66,617","29,107","346","141"
"2015100000","2015","40223","Fukuoka-ken Koga-shi","","57,959","27,540","30,419","57,414","27,278","30,136","45.6","26.26029","380","2,796","2,883","***","***","21,205","16,725","16,424","378","13,946","188","55,291","22,320","253","92"
"2015100000","2015","40224","Fukuoka-ken Fukutsu-shi","","58,781","27,244","31,537","58,566","27,151","31,415","48.0","23.53375","210","3,368","2,213","***","***","24,798","13,983","16,887","305","7,956","79","49,624","22,272","282","106"
"2015100000","2015","40225","Fukuoka-ken Ukiha-shi","","29,509","13,831","15,678","29,397","13,798","15,599","52.1","23.05085","112","736","972","***","***","11,433","11,578","5,593","795","3,064","676","26,861","9,940","119","45"
"2015100000","2015","40226","Fukuoka-ken Miyawaka-shi","","28,112","13,110","15,002","27,855","13,012","14,843","53.5","25.96122","183","946","1,099","***","***","12,245","8,790","5,903","97","13,212","121","35,445","10,737","126","54"
"2015100000","2015","40227","Fukuoka-ken Kama-shi","","38,743","17,682","21,061","38,522","17,608","20,914","56.4","25.73917","208","997","1,332","***","***","17,959","10,292","8,534","113","5,287","34","35,417","15,637","156","81"
"2015100000","2015","40228","Fukuoka-ken Asakura-shi","","52,444","24,532","27,912","51,731","24,225","27,506","52.7","24.20699","242","1,484","1,908","***","***","18,326","21,860","8,022","983","11,614","1,032","56,085","19,088","198","93"
"2015100000","2015","40229","Fukuoka-ken Miyama-shi","","38,139","17,763","20,376","38,039","17,729","20,310","55.8","23.24109","67","899","1,096","***","***","14,952","12,343","9,121","943","4,956","422","33,453","12,941","140","57"
"2015100000","2015","40230","Fukuoka-ken Itoshima-shi","","96,475","45,599","50,876","95,785","45,269","50,516","48.2","25.13498","556","3,731","3,488","***","***","34,825","32,708","23,191","1,290","5,555","757","78,306","34,739","402","195"
"2015100000","2015","40231","Fukuoka-ken Nakagawa-shi","","50,004","24,105","25,899","49,736","23,971","25,765","42.3","25.51940","157","2,464","2,564","***","***","16,508","13,258","15,261","555","7,102","322","41,612","18,291","228","110"
